City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
227,Egvekinot,RU,2022-04-02 20:41:33,66.3167,-179.1667,-6.09,86,20,14.54,few clouds
228,Saldanha,ZA,2022-04-02 20:41:33,-33.0117,17.9442,66.25,73,0,14.94,clear sky
229,Miles City,US,2022-04-02 20:41:33,46.4083,-105.8406,58.17,23,0,4.61,clear sky
230,Natal,BR,2022-04-02 20:39:48,-5.795,-35.2094,84.42,74,20,13.8,few clouds
231,Maniitsoq,GL,2022-04-02 20:41:34,65.4167,-52.9,31.28,87,100,5.41,overcast clouds
232,Taltal,CL,2022-04-02 20:40:20,-25.4,-70.4833,66.27,67,23,3.67,few clouds
233,Ikalamavony,MG,2022-04-02 20:41:34,-21.15,46.5833,61.25,75,0,5.01,clear sky
234,Ulagan,RU,2022-04-02 20:41:34,50.6321,87.9563,24.82,91,82,3.24,broken clouds
235,Vila Velha,BR,2022-04-02 20:41:35,-20.3297,-40.2925,84.15,80,20,12.66,few clouds
236,Kamina,CD,2022-04-02 20:41:35,-8.7386,24.9906,65.28,93,89,2.35,overcast clouds
237,Port Hedland,AU,2022-04-02 20:41:35,-20.3167,118.5667,80.65,78,55,9.22,broken clouds
238,Bethel,US,2022-04-02 20:41:36,41.3712,-73.414,55.02,38,0,8.05,clear sky
239,Jeremie,HT,2022-04-02 20:41:36,18.65,-74.1167,80.37,73,45,4.12,scattered clouds
240,Delvada,IN,2022-04-02 20:41:36,20.7667,71.0333,75.25,77,0,10.89,clear sky
241,Rexburg,US,2022-04-02 20:41:36,43.826,-111.7897,60.31,24,20,21.85,few clouds
242,Berlevag,NO,2022-04-02 20:41:37,70.8578,29.0864,21.0,89,100,19.19,light snow
243,Kuala Terengganu,MY,2022-04-02 20:41:37,5.3302,103.1408,78.75,89,67,0.0,broken clouds
244,Poum,NC,2022-04-02 20:41:37,-20.2333,164.0167,81.61,81,100,5.93,overcast clouds
245,Codajas,BR,2022-04-02 20:41:38,-3.8367,-62.0569,75.4,92,100,3.22,overcast clouds
246,Okahandja,NA,2022-04-02 20:41:38,-21.9833,16.9167,70.74,42,79,6.04,broken clouds
247,Port-Gentil,GA,2022-04-02 20:41:38,-0.7193,8.7815,80.04,76,92,4.68,overcast clouds
248,Segezha,RU,2022-04-02 20:41:39,63.7415,34.3222,15.6,94,100,5.3,overcast clouds
249,Pirojpur,BD,2022-04-02 20:41:39,22.5667,89.9833,76.55,93,51,5.1,broken clouds
250,Talnakh,RU,2022-04-02 20:41:39,69.4865,88.3972,4.21,97,100,5.1,overcast clouds
251,Broken Hill,AU,2022-04-02 20:41:39,-31.95,141.4333,49.71,66,15,0.0,few clouds
252,La Tuque,CA,2022-04-02 20:41:40,47.4334,-72.7824,39.45,33,77,11.5,broken clouds
253,Noumea,NC,2022-04-02 20:38:37,-22.2763,166.4572,82.0,99,74,12.15,broken clouds
254,Verkhniy Ufaley,RU,2022-04-02 20:41:40,56.0567,60.2306,33.67,100,100,2.8,light snow
255,Turukhansk,RU,2022-04-02 20:41:40,65.8167,87.9833,-3.55,100,90,2.39,overcast clouds
256,Lavrentiya,RU,2022-04-02 20:38:35,65.5833,-171.0,9.32,73,1,13.31,clear sky
257,Ulladulla,AU,2022-04-02 20:41:41,-35.35,150.4667,59.9,77,35,12.28,scattered clouds
258,Bucerias,MX,2022-04-02 20:41:41,20.75,-105.3333,75.18,73,40,12.66,scattered clouds
259,Norrtalje,SE,2022-04-02 20:41:14,59.758,18.705,35.02,61,45,6.17,scattered clouds
260,Hualmay,PE,2022-04-02 20:41:41,-11.0964,-77.6139,73.22,74,76,10.65,broken clouds
261,Saurimo,AO,2022-04-02 20:41:41,-9.6608,20.3916,65.07,97,73,3.02,moderate rain
262,Kencong,ID,2022-04-02 20:41:42,-8.2833,113.3667,75.0,91,100,2.53,overcast clouds
263,Coihueco,CL,2022-04-02 20:41:42,-36.6167,-71.8333,72.34,53,75,10.36,moderate rain
264,Ginda,IN,2022-04-02 20:41:42,30.6945,78.4932,55.44,27,0,8.46,clear sky
265,Palpa,PE,2022-04-02 20:41:43,-14.5336,-75.1856,83.32,46,55,10.65,broken clouds
266,Solnechnyy,RU,2022-04-02 20:41:43,50.7214,136.6319,23.5,88,62,4.63,broken clouds
267,Darab,IR,2022-04-02 20:41:43,28.7519,54.5444,68.16,18,0,2.08,clear sky
268,Presidente Medici,BR,2022-04-02 20:41:44,-11.1753,-61.9014,79.43,83,87,1.72,overcast clouds
269,Humberto De Campos,BR,2022-04-02 20:41:44,-2.5983,-43.4611,78.22,86,51,7.36,broken clouds
270,Nanortalik,GL,2022-04-02 20:41:44,60.1432,-45.2371,36.52,95,100,9.75,overcast clouds
271,Tara,RU,2022-04-02 20:41:44,56.8944,74.371,28.15,97,100,8.79,snow
272,Catuday,PH,2022-04-02 20:41:45,16.2923,119.8062,77.95,75,100,10.74,overcast clouds
273,Lompoc,US,2022-04-02 20:42:45,34.6391,-120.4579,72.79,79,100,9.22,overcast clouds
274,Muros,ES,2022-04-02 20:42:45,42.7762,-9.0603,50.09,60,0,17.0,clear sky
275,Cherskiy,RU,2022-04-02 20:42:45,68.75,161.3,-7.6,96,88,0.43,overcast clouds
276,Bandarbeyla,SO,2022-04-02 20:42:46,9.4942,50.8122,78.66,81,68,4.18,broken clouds
277,Sretensk,RU,2022-04-02 20:42:46,52.2453,117.7093,33.76,75,100,5.06,overcast clouds
278,Acarau,BR,2022-04-02 20:42:46,-2.8856,-40.12,77.38,87,61,13.15,broken clouds
279,Ongwediva,NA,2022-04-02 20:42:47,-17.7833,15.7667,69.76,84,78,6.69,broken clouds
280,Pokrovsk,UA,2022-04-02 20:42:47,48.282,37.1758,53.06,73,99,20.58,overcast clouds
281,Ancud,CL,2022-04-02 20:42:47,-41.8697,-73.8203,49.23,64,50,15.73,light rain
282,Khuzhir,RU,2022-04-02 20:42:48,53.1939,107.3397,34.14,77,100,8.5,overcast clouds
283,Great Yarmouth,GB,2022-04-02 20:42:48,52.6083,1.7305,40.95,61,7,9.35,clear sky
284,Santa Maria,BR,2022-04-02 20:42:12,-29.6842,-53.8069,76.3,57,20,10.36,few clouds
285,Taoudenni,ML,2022-04-02 20:42:48,22.6783,-3.9836,86.31,8,0,6.93,clear sky
286,Marfino,RU,2022-04-02 20:42:48,55.7028,37.3822,31.95,86,75,17.9,snow
287,Leningradskiy,RU,2022-04-02 20:42:14,69.3833,178.4167,-6.16,97,100,10.49,overcast clouds
288,Worpswede,DE,2022-04-02 20:42:49,53.2167,8.9333,35.31,70,62,4.32,broken clouds
289,Mayskiy,RU,2022-04-02 20:42:49,47.6931,40.1025,53.01,70,0,17.6,clear sky
290,Shahr-E Babak,IR,2022-04-02 20:42:49,30.1165,55.1186,61.75,13,0,4.81,clear sky
291,Arroyo,ES,2022-04-02 20:42:50,41.6096,-4.7969,38.07,67,0,9.22,clear sky
292,Susanville,US,2022-04-02 20:42:50,40.4163,-120.653,63.66,28,27,5.99,scattered clouds
293,Chiredzi,ZW,2022-04-02 20:42:50,-21.05,31.6667,73.09,73,0,6.73,clear sky
294,Portobelo,PA,2022-04-02 20:42:50,9.55,-79.65,80.2,76,26,9.57,scattered clouds
295,Zhangjiakou,CN,2022-04-02 20:42:51,40.81,114.8794,41.49,33,100,0.98,overcast clouds
296,Hasaki,JP,2022-04-02 20:39:15,35.7333,140.8333,43.2,64,100,10.36,overcast clouds
297,Caraquet,CA,2022-04-02 20:42:51,47.7941,-64.9386,36.14,76,84,22.77,broken clouds
298,Krasnoshchekovo,RU,2022-04-02 20:42:51,51.6708,82.7289,35.64,85,100,5.3,overcast clouds
299,Meulaboh,ID,2022-04-02 20:42:51,4.1363,96.1285,77.47,85,97,1.61,overcast clouds
300,Athabasca,CA,2022-04-02 20:42:52,54.7169,-113.2854,45.01,43,100,8.01,overcast clouds
301,Lasa,IT,2022-04-02 20:42:52,46.6166,10.7002,32.88,94,97,6.93,overcast clouds
302,Mount Gambier,AU,2022-04-02 20:42:52,-37.8333,140.7667,53.51,94,100,6.91,overcast clouds
303,Mildura,AU,2022-04-02 20:42:53,-34.2,142.15,60.76,72,100,0.0,light rain
304,Ponta Do Sol,PT,2022-04-02 20:42:53,32.6667,-17.1,63.01,82,100,6.98,overcast clouds
305,Luderitz,NA,2022-04-02 20:42:53,-26.6481,15.1594,60.62,80,0,13.49,clear sky
306,Ko Samui,TH,2022-04-02 20:42:54,9.5357,99.9357,81.41,76,100,21.36,overcast clouds
307,Portland,US,2022-04-02 20:39:00,45.5234,-122.6762,58.95,56,40,4.61,scattered clouds
308,Cheremukhovo,RU,2022-04-02 20:42:54,60.3484,59.9851,15.3,98,100,2.93,overcast clouds
309,San Quintin,MX,2022-04-02 20:42:54,30.4833,-115.95,63.91,60,25,11.36,scattered clouds
310,Balabac,PH,2022-04-02 20:42:54,7.9868,117.0645,80.83,77,100,6.55,overcast clouds
311,Gazanjyk,TM,2022-04-02 20:42:55,39.2446,55.5154,70.68,23,0,7.65,clear sky
312,Primorsko-Akhtarsk,RU,2022-04-02 20:42:55,46.0497,38.1747,50.77,78,0,18.52,clear sky
313,Manokwari,ID,2022-04-02 20:42:55,-0.8667,134.0833,78.98,81,100,6.13,overcast clouds
314,Silver City,US,2022-04-02 20:42:56,32.7701,-108.2803,73.67,14,0,18.41,clear sky
315,Celestun,MX,2022-04-02 20:42:56,20.8667,-90.4,83.55,69,87,13.51,overcast clouds
316,Gat,IL,2022-04-02 20:38:01,31.61,34.7642,71.4,40,100,1.28,overcast clouds
317,Mercedes,AR,2022-04-02 20:42:56,-34.6515,-59.4307,70.65,37,0,12.39,clear sky
318,Kudahuvadhoo,MV,2022-04-02 20:42:57,2.6708,72.8944,82.26,69,44,1.1,scattered clouds
319,Elat,IL,2022-04-02 20:42:57,29.5581,34.9482,80.44,13,0,9.22,clear sky
320,Kiama,AU,2022-04-02 20:43:57,-34.6833,150.8667,64.38,76,87,8.99,overcast clouds
321,Gushikawa,JP,2022-04-02 20:43:58,26.3544,127.8686,63.63,89,75,5.75,broken clouds
322,Gravdal,NO,2022-04-02 20:43:58,68.1214,13.5031,32.05,60,100,23.35,light snow
323,Lovozero,RU,2022-04-02 20:43:58,68.005,35.0117,14.31,93,99,6.44,overcast clouds
324,Nishihara,JP,2022-04-02 20:43:59,26.1842,127.7558,63.68,84,100,8.05,overcast clouds
325,Sinegorye,RU,2022-04-02 20:43:59,62.0788,150.477,1.36,94,100,0.36,overcast clouds
326,Kon Tum,VN,2022-04-02 20:43:59,14.35,108.0,63.72,83,100,2.64,overcast clouds
327,Sisimiut,GL,2022-04-02 20:44:00,66.9395,-53.6735,29.07,90,100,3.71,overcast clouds
328,Lakatoro,VU,2022-04-02 20:44:00,-16.0999,167.4164,79.45,86,100,6.64,overcast clouds
329,Muroto,JP,2022-04-02 20:44:00,33.2833,134.15,53.01,58,100,10.6,overcast clouds
330,Kalininsk,RU,2022-04-02 20:44:01,51.5,44.4758,57.29,64,100,18.34,overcast clouds
331,Port Augusta,AU,2022-04-02 20:44:01,-32.5,137.7667,58.73,54,85,4.0,overcast clouds
332,Okha,RU,2022-04-02 20:44:01,53.5739,142.9478,14.88,94,57,5.39,broken clouds
333,Havelock,US,2022-04-02 20:44:02,34.8791,-76.9013,63.99,60,0,11.5,clear sky
334,Pietersburg,ZA,2022-04-02 20:44:02,-23.9045,29.4688,65.25,68,1,3.44,clear sky
335,Honiara,SB,2022-04-02 20:44:02,-9.4333,159.95,80.15,79,93,1.72,overcast clouds
336,Chapais,CA,2022-04-02 20:44:02,49.7834,-74.8492,35.38,88,100,7.02,overcast clouds
337,Saint George,US,2022-04-02 20:41:01,37.1041,-113.5841,81.63,19,0,7.0,clear sky
338,Raybag,IN,2022-04-02 20:44:03,16.4833,74.7833,75.4,63,20,8.84,few clouds
339,Coffs Harbour,AU,2022-04-02 20:44:03,-30.3,153.1333,62.13,94,84,4.61,broken clouds
340,Souillac,MU,2022-04-02 20:44:03,-20.5167,57.5167,75.58,94,75,11.5,light rain
341,San Cristobal,VE,2022-04-02 20:39:25,7.7669,-72.225,80.78,47,27,4.88,scattered clouds
342,Caraballeda,VE,2022-04-02 20:44:04,10.6112,-66.8522,87.87,74,20,2.3,few clouds
343,Santa Rosa,PH,2022-04-02 20:44:04,14.3122,121.1114,79.02,73,59,10.07,broken clouds
344,Zhigansk,RU,2022-04-02 20:44:04,66.7697,123.3711,-2.29,100,100,6.15,overcast clouds
345,Erenhot,CN,2022-04-02 20:42:24,43.6475,111.9767,41.05,30,3,16.75,clear sky
346,Kruisfontein,ZA,2022-04-02 20:44:05,-34.0033,24.7314,60.89,84,99,7.54,overcast clouds
347,Nome,US,2022-04-02 20:44:05,64.5011,-165.4064,20.16,42,0,8.05,clear sky
348,Lucapa,AO,2022-04-02 20:44:06,-8.4192,20.7447,66.6,99,100,2.44,overcast clouds
349,Mahon,ES,2022-04-02 20:44:06,39.8885,4.2658,43.36,70,0,5.75,clear sky
350,Chino Valley,US,2022-04-02 20:44:06,34.7575,-112.4538,74.68,21,0,8.99,clear sky
351,Sitka,US,2022-04-02 20:44:07,57.0531,-135.33,46.29,53,100,20.71,overcast clouds
352,Faya,SA,2022-04-02 20:44:07,18.3851,42.4509,64.51,20,0,5.48,clear sky
353,Tessalit,ML,2022-04-02 20:44:07,20.1986,1.0114,88.29,10,0,9.53,clear sky
354,Kempsey,AU,2022-04-02 20:44:07,-31.0833,152.8333,58.95,95,92,3.47,overcast clouds
355,Kaliua,TZ,2022-04-02 20:44:08,-5.0606,31.7936,67.86,79,62,2.53,broken clouds
356,Kirakira,SB,2022-04-02 20:44:08,-10.4544,161.9205,78.64,88,100,4.63,light rain
357,Evansville,US,2022-04-02 20:44:08,37.9748,-87.5558,59.02,50,40,13.8,scattered clouds
358,Shkoder,AL,2022-04-02 20:44:09,42.0683,19.5126,42.98,78,84,11.88,broken clouds
359,Rivadavia,AR,2022-04-02 20:44:09,-33.1905,-68.4608,76.23,17,0,12.37,clear sky
360,Methoni,GR,2022-04-02 20:44:09,36.8197,21.7049,53.46,85,55,9.46,broken clouds
361,Hrodna,BY,2022-04-02 20:39:50,53.6884,23.8258,30.45,70,100,11.68,overcast clouds
362,Buala,SB,2022-04-02 20:44:10,-8.145,159.5921,80.58,83,98,6.96,light rain
363,Touros,BR,2022-04-02 20:44:10,-5.1989,-35.4608,80.42,80,94,11.83,overcast clouds
364,Goderich,CA,2022-04-02 20:43:21,43.7501,-81.7165,39.9,60,100,5.75,overcast clouds
365,Port Arthur,CN,2022-04-02 20:45:10,38.8,121.2667,39.42,75,0,6.42,clear sky
366,Ternate,ID,2022-04-02 20:45:11,0.8,127.4,79.32,79,69,3.49,light rain
367,Codrington,AU,2022-04-02 20:45:11,-38.2667,141.9667,57.16,83,62,4.81,broken clouds
368,Champerico,GT,2022-04-02 20:45:12,14.3,-91.9167,93.74,60,2,14.79,clear sky
369,Sokoni,TZ,2022-04-02 20:45:12,-6.4333,39.55,82.26,76,9,11.27,clear sky
370,Ambilobe,MG,2022-04-02 20:45:13,-13.2,49.05,72.77,95,2,1.54,clear sky
371,Shieli,KZ,2022-04-02 20:45:13,44.1667,66.75,57.22,30,4,5.73,clear sky
372,Ca Mau,VN,2022-04-02 20:45:13,9.1769,105.15,77.77,85,100,8.61,heavy intensity rain
373,Rieti,IT,2022-04-02 20:45:14,42.4072,12.8592,39.72,99,100,3.78,overcast clouds
374,Te Anau,NZ,2022-04-02 20:45:14,-45.4167,167.7167,52.05,72,35,0.85,scattered clouds
375,Andenes,NO,2022-04-02 20:45:14,69.3143,16.1194,30.18,80,100,8.05,overcast clouds
376,Severo-Kurilsk,RU,2022-04-02 20:45:15,50.6789,156.125,28.08,65,100,28.43,overcast clouds
377,Khonsa,IN,2022-04-02 20:45:15,27.0167,95.5667,60.51,89,26,4.16,scattered clouds
378,Yulara,AU,2022-04-02 20:45:15,-25.2406,130.9889,55.24,47,0,3.44,clear sky
379,Cabatuan,PH,2022-04-02 20:45:16,10.8794,122.486,75.79,82,91,10.67,overcast clouds
380,Manaskent,RU,2022-04-02 20:42:20,42.7275,47.6785,43.97,93,3,4.47,clear sky
381,Zharkent,KZ,2022-04-02 20:45:16,44.1628,80.0,54.01,47,41,1.45,scattered clouds
382,Svetlyy,RU,2022-04-02 20:45:17,54.675,20.1347,35.65,60,15,11.95,few clouds
383,Ouegoa,NC,2022-04-02 20:45:17,-20.35,164.4333,81.75,84,100,11.68,overcast clouds
384,Amapa,BR,2022-04-02 20:45:17,1.0,-52.0,74.53,97,100,4.14,heavy intensity rain
385,Avera,US,2022-04-02 20:41:32,33.194,-82.5271,70.38,40,100,2.53,overcast clouds
386,Broome,US,2022-04-02 20:45:18,42.2506,-75.833,50.02,47,0,7.0,clear sky
387,Skjervoy,NO,2022-04-02 20:45:18,70.0311,20.9714,30.2,64,49,5.91,light snow
388,Argelia,CO,2022-04-02 20:45:18,2.2556,-77.2488,74.08,86,33,1.21,moderate rain
389,Sao Filipe,CV,2022-04-02 20:41:04,14.8961,-24.4956,71.44,80,31,5.55,scattered clouds
390,Srednekolymsk,RU,2022-04-02 20:45:19,67.45,153.6833,-9.94,97,83,3.71,broken clouds
391,Domoni,KM,2022-04-02 20:45:19,-12.2569,44.5319,78.85,82,19,0.89,few clouds
392,Shingu,JP,2022-04-02 20:45:20,33.7333,135.9833,50.18,90,100,11.3,moderate rain
393,Pochutla,MX,2022-04-02 20:45:20,15.7432,-96.4661,91.81,30,5,9.01,clear sky
394,Vardo,NO,2022-04-02 20:45:21,70.3705,31.1107,27.25,69,100,6.71,overcast clouds
395,Robertson,US,2022-04-02 20:41:54,36.5167,-86.8667,61.39,45,100,11.5,overcast clouds
396,Chippewa Falls,US,2022-04-02 20:45:21,44.9369,-91.3929,50.18,77,100,6.91,overcast clouds
397,Uribia,CO,2022-04-02 20:45:21,11.7139,-72.266,91.63,44,69,18.79,broken clouds
398,Eyl,SO,2022-04-02 20:45:22,7.9803,49.8164,78.58,80,57,8.08,broken clouds
399,Tautira,PF,2022-04-02 20:45:22,-17.7333,-149.15,82.02,78,100,11.59,overcast clouds
400,Praia,CV,2022-04-02 20:45:22,14.9215,-23.5087,70.34,73,20,19.57,few clouds
401,Sao Gabriel Da Cachoeira,BR,2022-04-02 20:45:23,-0.1303,-67.0892,75.61,97,96,3.83,overcast clouds
402,Teya,RU,2022-04-02 20:45:23,60.3778,92.6267,-0.17,100,84,3.96,broken clouds
403,Sao Miguel Do Araguaia,BR,2022-04-02 20:45:23,-13.275,-50.1628,81.16,74,28,4.27,scattered clouds
404,Aitape,PG,2022-04-02 20:45:24,-3.1374,142.3475,77.99,84,100,2.93,moderate rain
405,Katsuyama,JP,2022-04-02 20:45:24,36.0617,136.501,34.16,88,40,3.98,scattered clouds
406,Samarai,PG,2022-04-02 20:45:25,-10.6167,150.6667,81.23,74,100,9.86,overcast clouds
407,Port Said,EG,2022-04-02 20:45:25,31.2565,32.2841,64.38,88,0,5.75,clear sky
408,Media Luna,CU,2022-04-02 20:45:25,20.1419,-77.435,83.14,66,22,8.41,few clouds
409,Bae,ID,2022-04-02 20:45:26,-6.7681,110.8617,75.65,90,100,0.87,overcast clouds
410,Washougal,US,2022-04-02 20:45:26,45.5826,-122.3534,59.41,59,75,4.61,broken clouds
411,Bengkulu,ID,2022-04-02 20:46:26,-3.8004,102.2655,75.33,81,94,5.19,overcast clouds
412,Severo-Yeniseyskiy,RU,2022-04-02 20:46:27,60.3725,93.0408,1.15,99,91,4.27,overcast clouds
413,Ziro,IN,2022-04-02 20:46:27,27.6333,93.8333,49.89,96,39,0.2,scattered clouds
414,Daokou,CN,2022-04-02 20:46:27,35.5639,114.5058,42.57,48,0,5.7,clear sky
415,Deputatskiy,RU,2022-04-02 20:46:27,69.3,139.9,-18.94,100,100,2.15,overcast clouds
416,Kenai,US,2022-04-02 20:46:28,60.5544,-151.2583,42.89,65,0,8.05,clear sky
417,Bethanien,NA,2022-04-02 20:46:28,-26.502,17.1583,68.25,26,0,2.93,clear sky
418,Namatanai,PG,2022-04-02 20:46:28,-3.6667,152.4333,77.47,89,100,7.72,light rain
419,Oroville,US,2022-04-02 20:46:29,39.5138,-121.5564,79.16,28,0,9.22,clear sky
420,Hofn,IS,2022-04-02 20:46:29,64.2539,-15.2082,43.63,71,100,3.69,light rain
421,Tabuk,PH,2022-04-02 20:46:29,17.4189,121.4443,71.62,95,99,8.28,overcast clouds
422,Fukue,JP,2022-04-02 20:46:30,32.6881,128.8419,53.15,59,100,17.31,overcast clouds
423,Camocim,BR,2022-04-02 20:46:30,-2.9022,-40.8411,77.85,89,92,8.05,overcast clouds
424,Atar,MR,2022-04-02 20:46:30,20.5169,-13.0499,79.97,13,1,6.69,clear sky
425,Hattiesburg,US,2022-04-02 20:46:31,31.3271,-89.2903,79.12,32,0,9.22,clear sky
426,Kulhudhuffushi,MV,2022-04-02 20:46:31,6.6221,73.07,82.26,73,3,2.35,clear sky
427,San Ramon,US,2022-04-02 20:46:31,37.7799,-121.978,77.76,36,0,12.66,clear sky
428,Liozon,PH,2022-04-02 20:46:32,15.3993,119.933,78.21,75,89,4.14,overcast clouds
429,Boa Vista,BR,2022-04-02 20:41:37,2.8197,-60.6733,93.18,38,75,10.36,broken clouds
430,Altay,CN,2022-04-02 20:46:32,47.8667,88.1167,33.31,54,34,8.86,scattered clouds
431,Ixtapa,MX,2022-04-02 20:46:32,20.7,-105.2,87.98,38,7,9.82,clear sky
432,Arlit,NE,2022-04-02 20:46:33,18.7369,7.3853,90.68,3,100,9.35,overcast clouds
433,Urubamba,PE,2022-04-02 20:46:33,-13.3047,-72.1158,67.1,80,97,6.87,overcast clouds
434,Darhan,MN,2022-04-02 20:46:33,49.4867,105.9228,37.99,31,3,6.64,clear sky
435,Matara,LK,2022-04-02 20:46:33,5.9485,80.5353,75.78,89,19,2.95,few clouds
436,Ahipara,NZ,2022-04-02 20:46:34,-35.1667,173.1667,67.86,75,100,2.66,overcast clouds
437,Aykhal,RU,2022-04-02 20:46:34,66.0,111.5,7.43,96,100,8.61,overcast clouds
438,Atambua,ID,2022-04-02 20:46:35,-9.1061,124.8925,70.0,78,20,2.66,few clouds
439,Bambanglipuro,ID,2022-04-02 20:46:35,-7.95,110.2833,75.97,87,79,1.88,broken clouds
440,Vostok,RU,2022-04-02 20:46:13,46.4856,135.8833,20.21,85,13,6.93,few clouds
441,Tual,ID,2022-04-02 20:46:35,-5.6667,132.75,81.9,64,96,3.91,overcast clouds
442,Sao Bernardo,BR,2022-04-02 20:46:36,-3.3614,-42.4178,76.12,95,98,3.78,moderate rain
443,Akdepe,TM,2022-04-02 20:46:36,42.0551,59.3788,60.89,23,100,11.36,overcast clouds
444,Rio Pardo,BR,2022-04-02 20:46:36,-29.9897,-52.3781,70.63,67,2,7.09,clear sky
445,Serramanna,IT,2022-04-02 20:46:36,39.4244,8.9244,48.61,61,75,17.27,broken clouds
446,Togur,RU,2022-04-02 20:46:37,58.3631,82.8265,3.31,100,100,3.33,overcast clouds
447,Laem Sing,TH,2022-04-02 20:46:37,12.4816,102.0738,67.1,83,100,14.29,overcast clouds
448,Anadyr,RU,2022-04-02 20:46:37,64.75,177.4833,16.3,86,40,0.0,light shower snow
449,Benguela,AO,2022-04-02 20:46:38,-12.5763,13.4055,76.96,82,100,2.86,overcast clouds
450,Zaranj,AF,2022-04-02 20:46:38,30.9667,61.8833,66.16,15,0,8.61,clear sky
451,Zhanaozen,KZ,2022-04-02 20:46:38,43.3,52.8,61.41,32,0,16.26,clear sky
452,Bandundu,CD,2022-04-02 20:46:39,-3.3167,17.3667,71.26,95,96,2.84,overcast clouds
453,Chimore,BO,2022-04-02 20:46:39,-16.9833,-65.1333,79.29,59,10,2.55,clear sky
454,Isla Vista,US,2022-04-02 20:46:39,34.4133,-119.861,74.25,81,100,10.36,haze
